address,street,school,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio Address Line 4","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State / Province","Geocodio Nation","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Building Name","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"Munroe Street, Somerville MA 02143","Munroe Street",ARGENZIANO,42.382006,-71.093629,1,street_center,"Munroe St",,"Somerville, MA 02143",,,"Munroe St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussdbp6vlhsnvtlf,
"Nevada Avenue, Somerville MA 02143","Nevada Avenue",ARGENZIANO,42.380382,-71.105386,1,street_center,"Nevada Ave",,"Somerville, MA 02143",,,"Nevada Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss6w66mcqmcrw3a,
"Newton Place, Somerville MA 02143","Newton Place",ARGENZIANO,42.377536,-71.095965,1,street_center,"Newton Pl",,"Somerville, MA 02143",,,"Newton Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussgycmt3k5g77c3,
"Newton Street, Somerville MA 02143","Newton Street",ARGENZIANO,42.377595,-71.096298,1,street_center,"Newton St",,"Somerville, MA 02143",,,"Newton St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussrr32qymbzn5sc,
"Norfolk Street, Somerville MA 02143","Norfolk Street",ARGENZIANO,42.374598,-71.095342,1,street_center,"Norfolk St",,"Somerville, MA 02143",,,"Norfolk St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussjbvtapygwkhf7,
"Oak Street, Somerville MA 02143","Oak Street",ARGENZIANO,42.375851,-71.098754,1,street_center,"Oak St",,"Somerville, MA 02143",,,"Oak St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usslj7fgn2t5ng7e,
"Oak Street Place, Somerville MA 02143","Oak Street Place",ARGENZIANO,42.376107,-71.097896,1,street_center,"Oak Street Pl",,"Somerville, MA 02143",,,"Oak Street Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussju5u3ublnknrd,
"Oakland Street, Somerville MA 02143","Oakland Street",ARGENZIANO,42.39175,-71.094437,0.95,street_center,"Oakland Ave",,"Somerville, MA 02145",,,"Oakland Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussncsatega84cpe,
"Olive Square, Somerville MA 02143","Olive Square",ARGENZIANO,42.379866,-71.098692,1,street_center,"Olive Sq",,"Somerville, MA 02143",,,"Olive Sq",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussafqvtg752m2q2,
"Osgood Street, Somerville MA 02143","Osgood Street",ARGENZIANO,42.38372,-71.103027,1,street_center,"Osgood St",,"Somerville, MA 02143",,,"Osgood St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussfnu6he9dry99g,
"Oxford Street 146-148, Somerville MA 02143","Oxford Street 146-148",ARGENZIANO,42.38092,-71.098896,1,place,,,"Somerville, MA 02143",,,,,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",,
"Park Place, Somerville MA 02143","Park Place",ARGENZIANO,42.383397,-71.10427,1,street_center,"Park Pl",,"Somerville, MA 02143",,,"Park Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usshrszknmvkwue8,
"Park Street, Somerville MA 02143","Park Street",ARGENZIANO,42.380561,-71.108185,1,street_center,"Park St",,"Somerville, MA 02143",,,"Park St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss72nznj2ctupn6,
"Parkdale Street, Somerville MA 02143","Parkdale Street",ARGENZIANO,42.378429,-71.102167,1,street_center,"Parkdale St",,"Somerville, MA 02143",,,"Parkdale St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8lrxy8yl62gqd,
"Parker Street, Somerville MA 02143","Parker Street",ARGENZIANO,42.379023,-71.100187,1,street_center,"Parker St",,"Somerville, MA 02143",,,"Parker St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss6y4ugng49khce,
"Perry Street, Somerville MA 02143","Perry Street",ARGENZIANO,42.378598,-71.101485,1,street_center,"Perry St",,"Somerville, MA 02143",,,"Perry St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usszntx3dg5dzyb7,
"Pitman Street 1-14, Somerville MA 02143","Pitman Street 1-14",ARGENZIANO,42.38092,-71.098896,1,place,,,"Somerville, MA 02143",,,,,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",,
"Pleasant Avenue, Somerville MA 02143","Pleasant Avenue",ARGENZIANO,42.384471,-71.095936,1,street_center,"Pleasant Ave",,"Somerville, MA 02143",,,"Pleasant Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussr74kwlxq63rrh,
"Prescott Street, Somerville MA 02143","Prescott Street",ARGENZIANO,42.385221,-71.098683,1,street_center,"Prescott St",,"Somerville, MA 02143",,,"Prescott St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussdv4afagqag6s8,
"Preston Road, Somerville MA 02143","Preston Road",ARGENZIANO,42.384271,-71.102277,1,street_center,"Preston Rd",,"Somerville, MA 02143",,,"Preston Rd",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss6dq4qafxtlmuf,
"Properzi Way, Somerville MA 02143","Properzi Way",ARGENZIANO,42.37973,-71.107707,1,street_center,"Properzi Way",,"Somerville, MA 02143",,,"Properzi Way",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussf7v9lll7y9fy8,
"Prospect Hill Avenue, Somerville MA 02143","Prospect Hill Avenue",ARGENZIANO,42.381812,-71.091017,1,street_center,"Prospect Hill Ave",,"Somerville, MA 02143",,,"Prospect Hill Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussqadzma9en5p3b,
"Prospect Street, Somerville MA 02143","Prospect Street",ARGENZIANO,42.374703,-71.097196,1,street_center,"Prospect St",,"Somerville, MA 02143",,,"Prospect St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussurutuf4ulf2f4,
"Putnam Street, Somerville MA 02143","Putnam Street",ARGENZIANO,42.383617,-71.09864,1,street_center,"Putnam St",,"Somerville, MA 02143",,,"Putnam St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussrqvkr8b9qvyz7,
"Quincy Street, Somerville MA 02143","Quincy Street",ARGENZIANO,42.383422,-71.100143,1,street_center,"Quincy St",,"Somerville, MA 02143",,,"Quincy St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussrqcjj9bb63s48,
"Rev Nazareno Properzi, Somerville MA 02143","Rev Nazareno Properzi",ARGENZIANO,42.37973,-71.107707,1,street_center,"Rev Nazareno Properzi Way",,"Somerville, MA 02143",,,"Rev Nazareno Properzi Way",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussc32scmxnxw6kh,
"Rose Street, Somerville MA 02143","Rose Street",ARGENZIANO,42.378432,-71.102825,1,street_center,"Rose St",,"Somerville, MA 02143",,,"Rose St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usseaygsa6xaw683,
"Rossmore Street, Somerville MA 02143","Rossmore Street",ARGENZIANO,42.378536,-71.09115,1,street_center,"Rossmore St",,"Somerville, MA 02143",,,"Rossmore St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usswldufkxwqb3rg,
"Sanborn Avenue, Somerville MA 02143","Sanborn Avenue",ARGENZIANO,42.381406,-71.096378,1,street_center,"Sanborn Ave",,"Somerville, MA 02143",,,"Sanborn Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussxrd8rljy2x9q2,
"School Street 1-120, Somerville MA 02143","School Street 1-120",ARGENZIANO,42.379419,-71.081588,0.9,street_center,"1st Ave",,"Somerville, MA 02143",,,"1st Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8zusvt5nxq8ra,
"Skehan Street, Somerville MA 02143","Skehan Street",ARGENZIANO,42.379964,-71.105109,1,street_center,"Skehan St",,"Somerville, MA 02143",,,"Skehan St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8pfa52u4yvxmh,
"Smith Avenue, Somerville MA 02143","Smith Avenue",ARGENZIANO,42.377062,-71.105567,1,street_center,"Smith Ave",,"Somerville, MA 02143",,,"Smith Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussftfl2xnjrm325,
"Somerville Avenue 109-581, Somerville MA 02143","Somerville Avenue 109-581",ARGENZIANO,42.38092,-71.098896,1,place,,,"Somerville, MA 02143",,,,,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",,
"South Street, Somerville MA 02143","South Street",ARGENZIANO,42.375,-71.092179,1,street_center,"South St",,"Somerville, MA 02143",,,"South St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usskrgq25t3lf7jg,
"Springfield Street, Somerville MA 02143","Springfield Street",ARGENZIANO,42.374186,-71.100412,1,street_center,"Springfield St",,"Somerville, MA 02143",,,"Springfield St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussh426tm47bx659,
"Stone Avenue, Somerville MA 02143","Stone Avenue",ARGENZIANO,42.379936,-71.095847,1,street_center,"Stone Ave",,"Somerville, MA 02143",,,"Stone Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usszep3nbpqvmr54,
"Stone Place, Somerville MA 02143","Stone Place",ARGENZIANO,42.380333,-71.095076,1,street_center,"Stone Pl",,"Somerville, MA 02143",,,"Stone Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussqmj67by6gtmw9,
"Summer Street 1-170, Somerville MA 02143","Summer Street 1-170",ARGENZIANO,42.379419,-71.081588,0.9,street_center,"1st Ave",,"Somerville, MA 02143",,,"1st Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8zusvt5nxq8ra,
"Summit Avenue, Somerville MA 02143","Summit Avenue",ARGENZIANO,42.38399,-71.096327,1,street_center,"Summit Ave",,"Somerville, MA 02143",,,"Summit Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usslbazaz6kxypx6,
"Taunton Street, Somerville MA 02143","Taunton Street",ARGENZIANO,42.37683,-71.100472,1,street_center,"Taunton St",,"Somerville, MA 02143",,,"Taunton St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usseukb33uplgb2g,
"Thorpe Street, Somerville MA 02143","Thorpe Street",ARGENZIANO,42.384302,-71.09387,1,street_center,"Thorpe St",,"Somerville, MA 02143",,,"Thorpe St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussu62x6sn69rt9c,
"Tower Court, Somerville MA 02143","Tower Court",ARGENZIANO,42.38193,-71.104966,1,street_center,"Tower Ct",,"Somerville, MA 02143",,,"Tower Ct",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss9cwntvsm2ksha,
"Tremont Place, Somerville MA 02143","Tremont Place",ARGENZIANO,42.375071,-71.095684,1,street_center,"Tremont Pl",,"Somerville, MA 02143",,,"Tremont Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3x9fqda9hf8c7,
"Tremont Street, Somerville MA 02143","Tremont Street",ARGENZIANO,42.375492,-71.095514,1,street_center,"Tremont St",,"Somerville, MA 02143",,,"Tremont St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss9rgbm6ly7bds3,
"Tyler Street, Somerville MA 02143","Tyler Street",ARGENZIANO,42.381768,-71.105321,1,street_center,"Tyler St",,"Somerville, MA 02143",,,"Tyler St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usseh5pb47943q73,
"Union Square, Somerville MA 02143","Union Square",ARGENZIANO,42.37966,-71.096286,1,street_center,"Union Sq",,"Somerville, MA 02143",,,"Union Sq",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usshgfghk9xb5swb,
"Village Street, Somerville MA 02143","Village Street",ARGENZIANO,42.380466,-71.104754,1,street_center,"Village St",,"Somerville, MA 02143",,,"Village St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss5vva5uyy4m5ag,
"Village Terrace, Somerville MA 02143","Village Terrace",ARGENZIANO,42.380797,-71.105281,1,street_center,"Village Ter",,"Somerville, MA 02143",,,"Village Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussle6vrl7qawztf,
"Vinal Avenue, Somerville MA 02143","Vinal Avenue",ARGENZIANO,42.382892,-71.097939,1,street_center,"Vinal Ave",,"Somerville, MA 02143",,,"Vinal Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussd6c525z3998c8,
"Waldo Avenue, Somerville MA 02143","Waldo Avenue",ARGENZIANO,42.376947,-71.103949,1,street_center,"Waldo Ave",,"Somerville, MA 02143",,,"Waldo Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussbjqmkgvdgsln9,
"Ward Street, Somerville MA 02143","Ward Street",ARGENZIANO,42.374892,-71.088903,1,street_center,"Ward St",,"Somerville, MA 02143",,,"Ward St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussqrbfg6lcp2y82,
"Warren Avenue, Somerville MA 02143","Warren Avenue",ARGENZIANO,42.380743,-71.096183,1,street_center,"Warren Ave",,"Somerville, MA 02143",,,"Warren Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussejx923ravhfsf,
"Warren Street, Somerville MA 02143","Warren Street",ARGENZIANO,42.373581,-71.087869,1,street_center,"Warren St",,"Somerville, MA 02143",,,"Warren St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussnrsyl9xc3hd64,
"Washington Street 150-End, Somerville MA 02143","Washington Street 150-End",ARGENZIANO,42.451795,-71.278187,0.82,rooftop,"150 Ent Rd",,"Hanscom AFB, MA 01731",,150,"Ent Rd",,,"Hanscom AFB",MA,,"Middlesex County",01731,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnzdft5ybj5hbhd3m9ex72pvs8kf,building_centroid
"Washington Terrace, Somerville MA 02143","Washington Terrace",ARGENZIANO,42.379612,-71.092202,1,street_center,"Washington Ter",,"Somerville, MA 02143",,,"Washington Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8navfp8d6evp2,
"Webster Avenue, Somerville MA 02143","Webster Avenue",ARGENZIANO,42.379163,-71.09625,1,street_center,"Webster Ave",,"Somerville, MA 02143",,,"Webster Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussf4wv38fu9wkm6,
"Wesley Park, Somerville MA 02143","Wesley Park",ARGENZIANO,42.382001,-71.097578,1,street_center,"Wesley Park",,"Somerville, MA 02143",,,"Wesley Park",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussswqxu7bckstk7,
"Wyatt Circle, Somerville MA 02143","Wyatt Circle",ARGENZIANO,42.376639,-71.101641,1,street_center,"Wyatt Cir",,"Somerville, MA 02143",,,"Wyatt Cir",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussj7585tf8n635a,
"Wyatt Street, Somerville MA 02143","Wyatt Street",ARGENZIANO,42.376529,-71.101113,1,street_center,"Wyatt St",,"Somerville, MA 02143",,,"Wyatt St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussmvhneq4aqf5ua,
"Aldrich Street, Somerville MA 02145","Aldrich Street","EAST SOMERVILLE",42.385232,-71.091562,1,street_center,"Aldrich St",,"Somerville, MA 02145",,,"Aldrich St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usseymguczfg7kh8,
"Alston Street, Somerville MA 02145","Alston Street","EAST SOMERVILLE",42.381103,-71.089181,1,street_center,"Alston St",,"Somerville, MA 02143",,,"Alston St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussrq9p6j5b555fg,
"Arlington Street, Somerville MA 02145","Arlington Street","EAST SOMERVILLE",42.419829,-71.141909,1,street_center,"Arlington St",,"Somerville, MA 02144",,,"Arlington St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usskgnnz6ppmv6ta,
"Artisan Way, Somerville MA 02145","Artisan Way","EAST SOMERVILLE",42.395224,-71.078744,1,street_center,"Artisan Way",,"Somerville, MA 02145",,,"Artisan Way",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussjmwbufga564k3,
"Auburn Avenue, Somerville MA 02145","Auburn Avenue","EAST SOMERVILLE",42.384251,-71.090577,1,street_center,"Auburn Ave",,"Somerville, MA 02145",,,"Auburn Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussegm6tnr43vpte,
"Austin Street, Somerville MA 02145","Austin Street","EAST SOMERVILLE",42.387202,-71.080524,1,street_center,"Austin St",,"Somerville, MA 02145",,,"Austin St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussazwre8stkfn8e,
"Autumn Street, Somerville MA 02145","Autumn Street","EAST SOMERVILLE",42.388474,-71.087439,1,street_center,"Autumn St",,"Somerville, MA 02145",,,"Autumn St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussnlqz3ryyyzsce,
"Avon Place, Somerville MA 02145","Avon Place","EAST SOMERVILLE",42.383295,-71.089875,1,street_center,"Avon Pl",,"Somerville, MA 02145",,,"Avon Pl",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss7sth3wngplu59,
"Benedict Avenue, Somerville MA 02145","Benedict Avenue","EAST SOMERVILLE",42.386975,-71.080097,1,street_center,"Benedict Ave",,"Somerville, MA 02145",,,"Benedict Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usskmfg4nwuwgfnc,
"Benedict Street, Somerville MA 02145","Benedict Street","EAST SOMERVILLE",42.387403,-71.080269,1,street_center,"Benedict St",,"Somerville, MA 02145",,,"Benedict St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8tme46d98sfdh,
"Bishop Place, Somerville MA 02145","Bishop Place","EAST SOMERVILLE",42.386547,-71.08494,1,street_center,"Bishop Pl",,"Somerville, MA 02145",,,"Bishop Pl",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussbwf3t9flrjhsf,
"Bonair Street, Somerville MA 02145","Bonair Street","EAST SOMERVILLE",42.388675,-71.08994,1,street_center,"Bonair St",,"Somerville, MA 02145",,,"Bonair St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussb2vv7nhursbxb,
"Broadway 1-252, Somerville MA 02145","Broadway 1-252","EAST SOMERVILLE",42.379419,-71.081588,0.9,street_center,"1st Ave",,"Somerville, MA 02143",,,"1st Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8zusvt5nxq8ra,
"Broadway Place, Somerville MA 02145","Broadway Place","EAST SOMERVILLE",42.386573,-71.081459,1,street_center,"Broadway Pl",,"Somerville, MA 02145",,,"Broadway Pl",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussmqdh2xmfgubu5,
"Brook Street, Somerville MA 02145","Brook Street","EAST SOMERVILLE",42.386965,-71.08535,1,street_center,"Brook St",,"Somerville, MA 02145",,,"Brook St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usssqjhvn58nzza2,
"Chester Avenue, Somerville MA 02145","Chester Avenue","EAST SOMERVILLE",42.383701,-71.091137,1,street_center,"Chester Ave",,"Somerville, MA 02143",,,"Chester Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussmfsmduhy5yx5f,
"Connecticut Avenue, Somerville MA 02145","Connecticut Avenue","EAST SOMERVILLE",42.390125,-71.083647,1,street_center,"Connecticut Ave",,"Somerville, MA 02145",,,"Connecticut Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussgpj6k94fy6ca3,
"Crescent Street, Somerville MA 02145","Crescent Street","EAST SOMERVILLE",42.382259,-71.080916,1,street_center,"Crescent St",,"Somerville, MA 02145",,,"Crescent St",,,Somerville,MA,,"Suffolk County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussgfv5wpfpthpn2,
"Cross Street, Somerville MA 02145","Cross Street","EAST SOMERVILLE",42.385557,-71.087937,1,street_center,"Cross St",,"Somerville, MA 02145",,,"Cross St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8sjgwmlhfy4xb,
"Cross Street East, Somerville MA 02145","Cross Street East","EAST SOMERVILLE",42.389306,-71.085369,1,street_center,"Cross St E",,"Somerville, MA 02145",,,"Cross St E",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussvrvhg3x58lu6g,
"Cross Street Place, Somerville MA 02145","Cross Street Place","EAST SOMERVILLE",42.388162,-71.086599,1,street_center,"Cross Street Pl",,"Somerville, MA 02145",,,"Cross Street Pl",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3ehmjmxuxgc83,
"Cutter Street, Somerville MA 02145","Cutter Street","EAST SOMERVILLE",42.385891,-71.084437,1,street_center,"Cutter St",,"Somerville, MA 02145",,,"Cutter St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usszzy72k7dyhgs9,
"Dana Street, Somerville MA 02145","Dana Street","EAST SOMERVILLE",42.388304,-71.089816,1,street_center,"Dana St",,"Somerville, MA 02145",,,"Dana St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussnhgtzxlfgqs2b,
"Delaware Street, Somerville MA 02145","Delaware Street","EAST SOMERVILLE",42.385853,-71.089743,1,street_center,"Delaware St",,"Somerville, MA 02145",,,"Delaware St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3y6hcmdd7ux87,
"Dell Street, Somerville MA 02145","Dell Street","EAST SOMERVILLE",42.383062,-71.088913,1,street_center,"Dell St",,"Somerville, MA 02145",,,"Dell St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussq4aq6ee7jkcua,
"Edmands Street, Somerville MA 02145","Edmands Street","EAST SOMERVILLE",42.389285,-71.088958,1,street_center,"Edmands St",,"Somerville, MA 02145",,,"Edmands St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussbdcm4gtngk8m2,
"Ellsworth Street, Somerville MA 02145","Ellsworth Street","EAST SOMERVILLE",42.38689,-71.086486,1,street_center,"Ellsworth St",,"Somerville, MA 02145",,,"Ellsworth St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usswwtpk32ugkxjh,
"Everett Avenue, Somerville MA 02145","Everett Avenue","EAST SOMERVILLE",42.38711,-71.089386,1,street_center,"Everett Ave",,"Somerville, MA 02145",,,"Everett Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussxef7akjm2gudh,
"Flint Avenue, Somerville MA 02145","Flint Avenue","EAST SOMERVILLE",42.385391,-71.089177,1,street_center,"Flint Ave",,"Somerville, MA 02145",,,"Flint Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussavpfza2fjphu6,
"Flint Street, Somerville MA 02145","Flint Street","EAST SOMERVILLE",42.384687,-71.08805,1,street_center,"Flint St",,"Somerville, MA 02145",,,"Flint St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss6h6p6wxwddn2f,
"Florence Street, Somerville MA 02145","Florence Street","EAST SOMERVILLE",42.382435,-71.083119,1,street_center,"Florence St",,"Somerville, MA 02145",,,"Florence St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usscsara3e3fpn4b,
"Foley Street, Somerville MA 02145","Foley Street","EAST SOMERVILLE",42.393086,-71.079994,1,street_center,"Foley St",,"Somerville, MA 02145",,,"Foley St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss5h5ptjq5mj933,
"Fountain Avenue, Somerville MA 02145","Fountain Avenue","EAST SOMERVILLE",42.383417,-71.088552,1,street_center,"Fountain Ave",,"Somerville, MA 02145",,,"Fountain Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss9y9ajsfc4vth2,
"Franklin Avenue, Somerville MA 02145","Franklin Avenue","EAST SOMERVILLE",42.383071,-71.084966,1,street_center,"Franklin Ave",,"Somerville, MA 02145",,,"Franklin Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussrd2n8pv2xeu57,
"Franklin Place, Somerville MA 02145","Franklin Place","EAST SOMERVILLE",42.38339,-71.08468,1,street_center,"Franklin Pl",,"Somerville, MA 02145",,,"Franklin Pl",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussy4hl4au57ck2c,
