address,street,school,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio Address Line 4","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State / Province","Geocodio Nation","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Building Name","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"Thorndike Street, Somerville MA 02144","Thorndike Street","WEST SOMERVILLE",42.39719,-71.125846,1,street_center,"Thorndike St",,"Somerville, MA 02144",,,"Thorndike St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussb7cnqj7zn62qh,
"Upland Road, Somerville MA 02144","Upland Road","WEST SOMERVILLE",42.409269,-71.12453,1,street_center,"Upland Rd",,"Somerville, MA 02144",,,"Upland Rd",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss4wrpppr78nxa7,
"Victoria Street, Somerville MA 02144","Victoria Street","WEST SOMERVILLE",42.403759,-71.133284,1,street_center,"Victoria St",,"Somerville, MA 02144",,,"Victoria St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usswl4xh4jwr8aw2,
"Walker Street, Somerville MA 02144","Walker Street","WEST SOMERVILLE",42.401169,-71.118379,1,street_center,"Walker St",,"Somerville, MA 02144",,,"Walker St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss22en93emhgz73,
"Wallace Street, Somerville MA 02144","Wallace Street","WEST SOMERVILLE",42.398117,-71.123499,1,street_center,"Wallace St",,"Somerville, MA 02144",,,"Wallace St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usskm6sv6xgvkax3,
"Ware Street, Somerville MA 02144","Ware Street","WEST SOMERVILLE",42.404844,-71.126363,1,street_center,"Ware St",,"Somerville, MA 02144",,,"Ware St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussmdethb3guasq9,
"Warner Street, Somerville MA 02144","Warner Street","WEST SOMERVILLE",42.401782,-71.115541,1,street_center,"Warner St",,"Somerville, MA 02144",,,"Warner St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussdzlhj2jn44hja,
"Waterhouse Street, Somerville MA 02144","Waterhouse Street","WEST SOMERVILLE",42.405013,-71.132724,1,street_center,"Waterhouse St",,"Somerville, MA 02144",,,"Waterhouse St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussp8nalx7dtn3m7,
"Watson Street, Somerville MA 02144","Watson Street","WEST SOMERVILLE",42.404693,-71.128874,1,street_center,"Watson St",,"Somerville, MA 02144",,,"Watson St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussllrtbwkfaqd2h,
"West Adams Street, Somerville MA 02144","West Adams Street","WEST SOMERVILLE",42.408717,-71.127503,1,street_center,"W Adams St",,"Somerville, MA 02144",,,"W Adams St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussd3lxg7ma9uxp4,
"West Quincy Street, Somerville MA 02144","West Quincy Street","WEST SOMERVILLE",42.410194,-71.127492,1,street_center,"W Quincy St",,"Somerville, MA 02144",,,"W Quincy St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussnqm7g3uwvud35,
"Westminster Street, Somerville MA 02144","Westminster Street","WEST SOMERVILLE",42.403472,-71.12611,1,street_center,"Westminster St",,"Somerville, MA 02144",,,"Westminster St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usssuxubza6mx3ue,
"Weston Avenue, Somerville MA 02144","Weston Avenue","WEST SOMERVILLE",42.403219,-71.129175,1,street_center,"Weston Ave",,"Somerville, MA 02144",,,"Weston Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3bu88ttk4lk3f,
"Whitfield Road, Somerville MA 02144","Whitfield Road","WEST SOMERVILLE",42.405782,-71.123277,1,street_center,"Whitfield Rd",,"Somerville, MA 02144",,,"Whitfield Rd",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usssvn7a7e9j3azb,
"Whitman Street, Somerville MA 02144","Whitman Street","WEST SOMERVILLE",42.402306,-71.123259,1,street_center,"Whitman St",,"Somerville, MA 02144",,,"Whitman St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussjplh965mqcup4,
"William Street, Somerville MA 02144","William Street","WEST SOMERVILLE",42.399229,-71.120061,1,street_center,"William St",,"Somerville, MA 02144",,,"William St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usszw6bz6m48q7xd,
"Winter Street, Somerville MA 02144","Winter Street","WEST SOMERVILLE",42.397368,-71.122736,1,street_center,"Winter St",,"Somerville, MA 02144",,,"Winter St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3vv9eyzpane2c,
"Woods Avenue, Somerville MA 02144","Woods Avenue","WEST SOMERVILLE",42.412397,-71.129689,1,street_center,"Woods Ave",,"Somerville, MA 02144",,,"Woods Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss68gyy3tj8gldg,
"Woodstock Street, Somerville MA 02144","Woodstock Street","WEST SOMERVILLE",42.404376,-71.134227,1,street_center,"Woodstock St",,"Somerville, MA 02144",,,"Woodstock St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usshzrnslvj8hbng,
"Yorktown Street, Somerville MA 02144","Yorktown Street","WEST SOMERVILLE",42.399824,-71.129738,1,street_center,"Yorktown St",,"Somerville, MA 02144",,,"Yorktown St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usshjqrf722jct4a,
"Aberdeen Road, Somerville MA 02144","Aberdeen Road",KENNEDY,42.392114,-71.113671,1,street_center,"Aberdeen Rd",,"Somerville, MA 02144",,,"Aberdeen Rd",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss6jguqxbsphpff,
"Acadia Park, Somerville MA 02144","Acadia Park",KENNEDY,42.388031,-71.117345,1,street_center,"Acadia Park",,"Somerville, MA 02143",,,"Acadia Park",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3huhmxcuyl7rb,
"Adelaide Road, Somerville MA 02144","Adelaide Road",KENNEDY,42.386719,-71.115557,1,street_center,"Adelaide Rd",,"Somerville, MA 02143",,,"Adelaide Rd",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussttvjsbbugdnq6,
"Arnold Avenue, Somerville MA 02144","Arnold Avenue",KENNEDY,42.386709,-71.113026,1,street_center,"Arnold Ave",,"Somerville, MA 02143",,,"Arnold Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usskkcw7786hvhea,
"Ashland Street, Somerville MA 02144","Ashland Street",KENNEDY,42.390444,-71.114476,1,street_center,"Ashland St",,"Somerville, MA 02144",,,"Ashland St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussmyjzapl4gt93h,
"Atherton Street, Somerville MA 02144","Atherton Street",KENNEDY,42.385068,-71.108969,1,street_center,"Atherton St",,"Somerville, MA 02143",,,"Atherton St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss5wqh7rulrwkmd,
"Banks Street, Somerville MA 02145","Banks Street",KENNEDY,42.391665,-71.117521,1,street_center,"Banks St",,"Somerville, MA 02144",,,"Banks St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussmfc724g5nn453,
"Beacon Street 236-End, Somerville MA 02144","Beacon Street 236-End",KENNEDY,42.455258,-71.277132,0.75,rooftop,"23 Ent Rd",,"Hanscom AFB, MA 01731",,23,"Ent Rd",,,"Hanscom AFB",MA,,"Middlesex County",01731,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnzdft5ybj5hbhdtakfecj2aeexc,building_centroid
"Beacon Terrace, Somerville MA 02144","Beacon Terrace",KENNEDY,42.387558,-71.116958,1,street_center,"Beacon Ter",,"Somerville, MA 02143",,,"Beacon Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss742u9hh6t2f57,
"Beckwith Circle, Somerville MA 02144","Beckwith Circle",KENNEDY,42.38224,-71.111539,1,street_center,"Beckwith Cir",,"Somerville, MA 02143",,,"Beckwith Cir",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usslau928nkw6hcc,
"Belmont Place, Somerville MA 02144","Belmont Place",KENNEDY,42.385933,-71.10966,1,street_center,"Belmont Pl",,"Somerville, MA 02143",,,"Belmont Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussn4xel8xpnapud,
"Belmont Square, Somerville MA 02144","Belmont Square",KENNEDY,42.385495,-71.109983,1,street_center,"Belmont Sq",,"Somerville, MA 02143",,,"Belmont Sq",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussm2srzzdrnrbyb,
"Belmont Street, Somerville MA 02144","Belmont Street",KENNEDY,42.384583,-71.110797,1,street_center,"Belmont St",,"Somerville, MA 02143",,,"Belmont St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussjg2qcwvxlw7l8,
"Belmont Terrace, Somerville MA 02144","Belmont Terrace",KENNEDY,42.384975,-71.110145,1,street_center,"Belmont Ter",,"Somerville, MA 02143",,,"Belmont Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usstvryc4uqftzh5,
"Benton Road 1-54, Somerville MA 02144","Benton Road 1-54",KENNEDY,42.399655,-71.12255,1,place,,,"Somerville, MA 02144",,,,,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",,
"Bowers Avenue, Somerville MA 02144","Bowers Avenue",KENNEDY,42.394443,-71.121891,1,street_center,"Bowers Ave",,"Somerville, MA 02144",,,"Bowers Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussfhedn3ywkhz7f,
"Brastow Avenue, Somerville MA 02144","Brastow Avenue",KENNEDY,42.388648,-71.109775,1,street_center,"Brastow Ave",,"Somerville, MA 02143",,,"Brastow Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usssebcus6r6zhvh,
"Burnside Avenue, Somerville MA 02145","Burnside Avenue",KENNEDY,42.391114,-71.117044,1,street_center,"Burnside Ave",,"Somerville, MA 02144",,,"Burnside Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usslp82268dcq2j6,
"Carver Street, Somerville MA 02144","Carver Street",KENNEDY,42.387897,-71.112896,1,street_center,"Carver St",,"Somerville, MA 02143",,,"Carver St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss9sjaynz3cp5zb,
"Cedar Avenue, Somerville MA 02144","Cedar Avenue",KENNEDY,42.39061,-71.112265,1,street_center,"Cedar Ave",,"Somerville, MA 02143",,,"Cedar Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussprphnk4kkrurf,
"Cedar Street 1-105, Somerville MA 02144","Cedar Street 1-105",KENNEDY,42.379419,-71.081588,0.9,street_center,"1st Ave",,"Somerville, MA 02143",,,"1st Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8zusvt5nxq8ra,
"Cedar Street Place, Somerville MA 02144","Cedar Street Place",KENNEDY,42.395527,-71.109263,1,street_center,"Cedar Pl",,"Somerville, MA 02145",,,"Cedar Pl",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussl2rfsf3m83s6a,
"Central Street 1-82, Somerville MA 02145","Central Street 1-82",KENNEDY,42.391046,-71.095146,1,place,,,"Somerville, MA 02145",,,,,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",,
"Charnwood Road, Somerville MA 02144","Charnwood Road",KENNEDY,42.392704,-71.116293,1,street_center,"Charnwood Rd",,"Somerville, MA 02144",,,"Charnwood Rd",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussfjyzjc4fd9x2e,
"Cherry Street, Somerville MA 02144","Cherry Street",KENNEDY,42.392726,-71.114137,1,street_center,"Cherry St",,"Somerville, MA 02144",,,"Cherry St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussln285dqfnl68b,
"Chester Place, Somerville MA 02144","Chester Place",KENNEDY,42.394818,-71.123271,1,street_center,"Chester Pl",,"Somerville, MA 02144",,,"Chester Pl",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss4wkn8fz9cvl29,
"Chester Street, Somerville MA 02144","Chester Street",KENNEDY,42.394744,-71.122754,1,street_center,"Chester St",,"Somerville, MA 02144",,,"Chester St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussxru8esejvmuj7,
"Conwell Street, Somerville MA 02144","Conwell Street",KENNEDY,42.391061,-71.111221,1,street_center,"Conwell St",,"Somerville, MA 02143",,,"Conwell St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussu2uaw3eczzm7c,
"Cottage Avenue, Somerville MA 02144","Cottage Avenue",KENNEDY,42.393992,-71.12222,1,street_center,"Cottage Ave",,"Somerville, MA 02144",,,"Cottage Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussy8pun6svpbrz7,
"Cottage Circle, Somerville MA 02144","Cottage Circle",KENNEDY,42.3938,-71.122174,1,street_center,"Cottage Cir",,"Somerville, MA 02144",,,"Cottage Cir",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussfvjf5lu94r532,
"Craigie Street, Somerville MA 02144","Craigie Street",KENNEDY,42.385928,-71.112389,1,street_center,"Craigie St",,"Somerville, MA 02143",,,"Craigie St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usseguk9ssu6tryc,
"Craigie Terrace, Somerville MA 02144","Craigie Terrace",KENNEDY,42.385884,-71.112646,1,street_center,"Craigie Ter",,"Somerville, MA 02143",,,"Craigie Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussj2dzqsmncy7x4,
"Crocker Street, Somerville MA 02144","Crocker Street",KENNEDY,42.390164,-71.109891,1,street_center,"Crocker St",,"Somerville, MA 02143",,,"Crocker St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussk2z76gnuckskc,
"Crown Street, Somerville MA 02145","Crown Street",KENNEDY,42.389678,-71.110753,1,street_center,"Crown St",,"Somerville, MA 02143",,,"Crown St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussyrdsrnz9kquve,
"Cutler Avenue, Somerville MA 02144","Cutler Avenue",KENNEDY,42.395615,-71.106765,1,street_center,"Cutler St",,"Somerville, MA 02145",,,"Cutler St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss6smld6747va78,
"Cutter Avenue, Somerville MA 02144","Cutter Avenue",KENNEDY,42.394306,-71.120398,1,street_center,"Cutter Ave",,"Somerville, MA 02144",,,"Cutter Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussn5e4uytzt7vk3,
"Cutter Park, Somerville MA 02144","Cutter Park",KENNEDY,42.394494,-71.120394,1,street_center,"Cutter Park",,"Somerville, MA 02144",,,"Cutter Park",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usstg34ntp7mw2je,
"Dresden Circle, Somerville MA 02144","Dresden Circle",KENNEDY,42.394822,-71.120131,1,street_center,"Dresden Cir",,"Somerville, MA 02144",,,"Dresden Cir",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss5jefjkjlvunee,
"Eastman Road, Somerville MA 02144","Eastman Road",KENNEDY,42.391366,-71.111999,1,street_center,"Eastman Rd",,"Somerville, MA 02143",,,"Eastman Rd",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussufmnqa3uxdxh9,
"Elm Place, Somerville MA 02144","Elm Place",KENNEDY,42.385424,-71.107964,1,street_center,"Elm Pl",,"Somerville, MA 02143",,,"Elm Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussu77kypnmbygvg,
"Elm Street, Somerville MA 02144","Elm Street",KENNEDY,42.385978,-71.113706,1,street_center,"Elm St",,"Somerville, MA 02143",,,"Elm St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussjvmse5c3w6ej4,
"Elston Street, Somerville MA 02144","Elston Street",KENNEDY,42.392882,-71.119416,1,street_center,"Elston St",,"Somerville, MA 02144",,,"Elston St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usssy97qqhfurp6d,
"Eustis Street, Somerville MA 02145","Eustis Street",KENNEDY,42.383455,-71.113457,1,street_center,"Eustis St",,"Somerville, MA 02143",,,"Eustis St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usswu7rprfhdwk4e,
"Evergreen Square, Somerville MA 02144","Evergreen Square",KENNEDY,42.386321,-71.113261,1,street_center,"Evergreen Sq",,"Somerville, MA 02143",,,"Evergreen Sq",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussld8cwuyhmh4cg,
"Fairlee Street, Somerville MA 02144","Fairlee Street",KENNEDY,42.39263,-71.114516,1,street_center,"Fairlee St",,"Somerville, MA 02144",,,"Fairlee St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss5hn6rd4u3fjn3,
"Forest Street, Somerville MA 02144","Forest Street",KENNEDY,42.385293,-71.115395,1,street_center,"Forest St",,"Somerville, MA 02143",,,"Forest St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussghxsyzevqcxwf,
"Francis Street, Somerville MA 02144","Francis Street",KENNEDY,42.390643,-71.111054,1,street_center,"Francis St",,"Somerville, MA 02143",,,"Francis St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussll896s4hrcle9,
"Garden Court, Somerville MA 02144","Garden Court",KENNEDY,42.383557,-71.108902,1,street_center,"Garden Ct",,"Somerville, MA 02143",,,"Garden Ct",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussqs4gbqtrbzucd,
"Gilson Terrace, Somerville MA 02144","Gilson Terrace",KENNEDY,42.388161,-71.114209,1,street_center,"Gilson Ter",,"Somerville, MA 02143",,,"Gilson Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussf5sr93brs5db8,
"Gould Avenue, Somerville MA 02144","Gould Avenue",KENNEDY,42.386961,-71.113094,1,street_center,"Gould Ave",,"Somerville, MA 02143",,,"Gould Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussxeekac9xbju23,
"Greenwood Terrace, Somerville MA 02144","Greenwood Terrace",KENNEDY,42.385165,-71.114398,1,street_center,"Greenwood Ter",,"Somerville, MA 02143",,,"Greenwood Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussp9qkvmtsl9dj6,
"Gussie Terrace, Somerville MA 02144","Gussie Terrace",KENNEDY,42.388551,-71.112975,1,street_center,"Gussie Ter",,"Somerville, MA 02143",,,"Gussie Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussl6urwck2e3wq8,
"Hall Street, Somerville MA 02144","Hall Street",KENNEDY,42.391488,-71.11381,1,street_center,"Hall St",,"Somerville, MA 02144",,,"Hall St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussnwslp8dqkbhx5,
"Harvard Place, Somerville MA 02144","Harvard Place",KENNEDY,42.385931,-71.10757,1,street_center,"Harvard Pl",,"Somerville, MA 02143",,,"Harvard Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usssj9qwjh3cngdf,
"Harvard Street, Somerville MA 02144","Harvard Street",KENNEDY,42.385023,-71.107817,1,street_center,"Harvard St",,"Somerville, MA 02143",,,"Harvard St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussnshs8b3yy24a6,
"Hawthorne Street, Somerville MA 02144","Hawthorne Street",KENNEDY,42.393935,-71.118095,1,street_center,"Hawthorne St",,"Somerville, MA 02144",,,"Hawthorne St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussucmwe7av92nt6,
"Hayden Terrace, Somerville MA 02144","Hayden Terrace",KENNEDY,42.388362,-71.113501,1,street_center,"Hayden Ter",,"Somerville, MA 02143",,,"Hayden Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss6g7zdwxw9gf2g,
"Henry Avenue, Somerville MA 02144","Henry Avenue",KENNEDY,42.394259,-71.115893,1,street_center,"Henry Ave",,"Somerville, MA 02144",,,"Henry Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussgmb87ggyb34rg,
"Highland Avenue 182-402 even, Somerville MA 02144","Highland Avenue 182-402 even",KENNEDY,42.398926,-71.128868,0.78,street_center,"7 Pines Ave",,"Somerville, MA 02144",,,"7 Pines Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussdq4mzyp7uz9me,
"Hillside Circle, Somerville MA 02144","Hillside Circle",KENNEDY,42.388318,-71.11103,1,street_center,"Hillside Cir",,"Somerville, MA 02143",,,"Hillside Cir",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussfgsyvwrpmzr56,
"Holyoke Road, Somerville MA 02144","Holyoke Road",KENNEDY,42.388375,-71.116727,1,street_center,"Holyoke Rd",,"Somerville, MA 02144",,,"Holyoke Rd",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usszjmntdz8dk43a,
"Hudson Street 93-End, Somerville MA 02144","Hudson Street 93-End",KENNEDY,42.453785,-71.27789,0.82,rooftop,"93 Ent Rd",,"Hanscom AFB, MA 01731",,93,"Ent Rd",,,"Hanscom AFB",MA,,"Middlesex County",01731,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnzdft5ybj5hbhdlrscclurlk33e,building_centroid
"Ibbetson Street, Somerville MA 02144","Ibbetson Street",KENNEDY,42.385516,-71.111892,1,street_center,"Ibbetson St",,"Somerville, MA 02143",,,"Ibbetson St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3b92fyt5gb739,
"Kent Court, Somerville MA 02144","Kent Court",KENNEDY,42.382762,-71.110701,1,street_center,"Kent Ct",,"Somerville, MA 02143",,,"Kent Ct",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussr4p8hq6rgs5wg,
"Kent Street, Somerville MA 02144","Kent Street",KENNEDY,42.382708,-71.110426,1,street_center,"Kent St",,"Somerville, MA 02143",,,"Kent St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usseyz8et3cbmr3b,
"Kimball Street, Somerville MA 02144","Kimball Street",KENNEDY,42.386134,-71.111127,1,street_center,"Kimball St",,"Somerville, MA 02143",,,"Kimball St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussx7g4qszgcaqha,
"Lesley Avenue, Somerville MA 02144","Lesley Avenue",KENNEDY,42.394031,-71.115201,1,street_center,"Lesley Ave",,"Somerville, MA 02144",,,"Lesley Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usszbjeghjm2t6fe,
"Lexington Avenue, Somerville MA 02144","Lexington Avenue",KENNEDY,42.393839,-71.112763,1,street_center,"Lexington Ave",,"Somerville, MA 02144",,,"Lexington Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss2fkp3yb5xds25,
"Linden Avenue, Somerville MA 02144","Linden Avenue",KENNEDY,42.38752,-71.114317,1,street_center,"Linden Ave",,"Somerville, MA 02143",,,"Linden Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussq562smj3qsv9f,
"Linden Circle, Somerville MA 02144","Linden Circle",KENNEDY,42.387965,-71.113685,1,street_center,"Linden Cir",,"Somerville, MA 02143",,,"Linden Cir",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussqgbn4mujyz3bd,
"Linden Place, Somerville MA 02144","Linden Place",KENNEDY,42.389515,-71.113203,1,street_center,"Linden Pl",,"Somerville, MA 02143",,,"Linden Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussd7jutbsjvf7z5,
"Lowell Circle, Somerville MA 02144","Lowell Circle",KENNEDY,42.38761,-71.10995,1,street_center,"Lowell Cir",,"Somerville, MA 02143",,,"Lowell Cir",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussny8h973ydqzu3,
"Lowell Street 1-207, Somerville MA 02144","Lowell Street 1-207",KENNEDY,42.379419,-71.081588,0.9,street_center,"1st Ave",,"Somerville, MA 02143",,,"1st Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8zusvt5nxq8ra,
"Mardell Circle, Somerville MA 02144","Mardell Circle",KENNEDY,42.385166,-71.109274,1,street_center,"Mardell Cir",,"Somerville, MA 02143",,,"Mardell Cir",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussywksbrjc8wfkd,
