address,street,num,school,range_low,range_high
"50 Mead Street, Somerville MA",Mead Street,50,WEST SOMERVILLE,1,99
"74 Mead Street, Somerville MA",Mead Street,74,WEST SOMERVILLE,1,99
"99 Mead Street, Somerville MA",Mead Street,99,WEST SOMERVILLE,1,99
"19 Milton Street, Somerville MA",Milton Street,19,WEST SOMERVILLE,19,99
"46 Milton Street, Somerville MA",Milton Street,46,WEST SOMERVILLE,19,99
"72 Milton Street, Somerville MA",Milton Street,72,WEST SOMERVILLE,19,99
"99 Milton Street, Somerville MA",Milton Street,99,WEST SOMERVILLE,19,99
"1 Moore Street, Somerville MA",Moore Street,1,WEST SOMERVILLE,1,99
"26 Moore Street, Somerville MA",Moore Street,26,WEST SOMERVILLE,1,99
"50 Moore Street, Somerville MA",Moore Street,50,WEST SOMERVILLE,1,99
"74 Moore Street, Somerville MA",Moore Street,74,WEST SOMERVILLE,1,99
"99 Moore Street, Somerville MA",Moore Street,99,WEST SOMERVILLE,1,99
"485 Mystic Valley Pkwy, Somerville MA",Mystic Valley Pkwy,485,WEST SOMERVILLE,485,2199
"771 Mystic Valley Pkwy, Somerville MA",Mystic Valley Pkwy,771,WEST SOMERVILLE,485,2199
"1056 Mystic Valley Pkwy, Somerville MA",Mystic Valley Pkwy,1056,WEST SOMERVILLE,485,2199
"1342 Mystic Valley Pkwy, Somerville MA",Mystic Valley Pkwy,1342,WEST SOMERVILLE,485,2199
"1628 Mystic Valley Pkwy, Somerville MA",Mystic Valley Pkwy,1628,WEST SOMERVILLE,485,2199
"1913 Mystic Valley Pkwy, Somerville MA",Mystic Valley Pkwy,1913,WEST SOMERVILLE,485,2199
"2199 Mystic Valley Pkwy, Somerville MA",Mystic Valley Pkwy,2199,WEST SOMERVILLE,485,2199
"1 Newberne Street, Somerville MA",Newberne Street,1,WEST SOMERVILLE,1,99
"26 Newberne Street, Somerville MA",Newberne Street,26,WEST SOMERVILLE,1,99
"50 Newberne Street, Somerville MA",Newberne Street,50,WEST SOMERVILLE,1,99
"74 Newberne Street, Somerville MA",Newberne Street,74,WEST SOMERVILLE,1,99
"99 Newberne Street, Somerville MA",Newberne Street,99,WEST SOMERVILLE,1,99
"1 Newbury Street, Somerville MA",Newbury Street,1,WEST SOMERVILLE,1,99
"26 Newbury Street, Somerville MA",Newbury Street,26,WEST SOMERVILLE,1,99
"50 Newbury Street, Somerville MA",Newbury Street,50,WEST SOMERVILLE,1,99
"74 Newbury Street, Somerville MA",Newbury Street,74,WEST SOMERVILLE,1,99
"99 Newbury Street, Somerville MA",Newbury Street,99,WEST SOMERVILLE,1,99
"1 North Street, Somerville MA",North Street,1,WEST SOMERVILLE,1,298
"50 North Street, Somerville MA",North Street,50,WEST SOMERVILLE,1,298
"100 North Street, Somerville MA",North Street,100,WEST SOMERVILLE,1,298
"150 North Street, Somerville MA",North Street,150,WEST SOMERVILLE,1,298
"199 North Street, Somerville MA",North Street,199,WEST SOMERVILLE,1,298
"248 North Street, Somerville MA",North Street,248,WEST SOMERVILLE,1,298
"298 North Street, Somerville MA",North Street,298,WEST SOMERVILLE,1,298
"1 Ossipee Road, Somerville MA",Ossipee Road,1,WEST SOMERVILLE,1,99
"26 Ossipee Road, Somerville MA",Ossipee Road,26,WEST SOMERVILLE,1,99
"50 Ossipee Road, Somerville MA",Ossipee Road,50,WEST SOMERVILLE,1,99
"74 Ossipee Road, Somerville MA",Ossipee Road,74,WEST SOMERVILLE,1,99
"99 Ossipee Road, Somerville MA",Ossipee Road,99,WEST SOMERVILLE,1,99
"1 Packard Avenue, Somerville MA",Packard Avenue,1,WEST SOMERVILLE,1,100
"26 Packard Avenue, Somerville MA",Packard Avenue,26,WEST SOMERVILLE,1,100
"50 Packard Avenue, Somerville MA",Packard Avenue,50,WEST SOMERVILLE,1,100
"75 Packard Avenue, Somerville MA",Packard Avenue,75,WEST SOMERVILLE,1,100
"100 Packard Avenue, Somerville MA",Packard Avenue,100,WEST SOMERVILLE,1,100
"1 Park Avenue, Somerville MA",Park Avenue,1,WEST SOMERVILLE,1,99
"26 Park Avenue, Somerville MA",Park Avenue,26,WEST SOMERVILLE,1,99
"50 Park Avenue, Somerville MA",Park Avenue,50,WEST SOMERVILLE,1,99
"74 Park Avenue, Somerville MA",Park Avenue,74,WEST SOMERVILLE,1,99
"99 Park Avenue, Somerville MA",Park Avenue,99,WEST SOMERVILLE,1,99
"1 Paulina Street, Somerville MA",Paulina Street,1,WEST SOMERVILLE,1,99
"26 Paulina Street, Somerville MA",Paulina Street,26,WEST SOMERVILLE,1,99
"50 Paulina Street, Somerville MA",Paulina Street,50,WEST SOMERVILLE,1,99
"74 Paulina Street, Somerville MA",Paulina Street,74,WEST SOMERVILLE,1,99
"99 Paulina Street, Somerville MA",Paulina Street,99,WEST SOMERVILLE,1,99
"1 Powder House Blvd, Somerville MA",Powder House Blvd,1,WEST SOMERVILLE,1,299
"51 Powder House Blvd, Somerville MA",Powder House Blvd,51,WEST SOMERVILLE,1,299
"100 Powder House Blvd, Somerville MA",Powder House Blvd,100,WEST SOMERVILLE,1,299
"150 Powder House Blvd, Somerville MA",Powder House Blvd,150,WEST SOMERVILLE,1,299
"200 Powder House Blvd, Somerville MA",Powder House Blvd,200,WEST SOMERVILLE,1,299
"249 Powder House Blvd, Somerville MA",Powder House Blvd,249,WEST SOMERVILLE,1,299
"299 Powder House Blvd, Somerville MA",Powder House Blvd,299,WEST SOMERVILLE,1,299
"1 Raymond Avenue, Somerville MA",Raymond Avenue,1,WEST SOMERVILLE,1,199
"34 Raymond Avenue, Somerville MA",Raymond Avenue,34,WEST SOMERVILLE,1,199
"67 Raymond Avenue, Somerville MA",Raymond Avenue,67,WEST SOMERVILLE,1,199
"100 Raymond Avenue, Somerville MA",Raymond Avenue,100,WEST SOMERVILLE,1,199
"133 Raymond Avenue, Somerville MA",Raymond Avenue,133,WEST SOMERVILLE,1,199
"166 Raymond Avenue, Somerville MA",Raymond Avenue,166,WEST SOMERVILLE,1,199
"199 Raymond Avenue, Somerville MA",Raymond Avenue,199,WEST SOMERVILLE,1,199
"1 Russell Road, Somerville MA",Russell Road,1,WEST SOMERVILLE,1,99
"26 Russell Road, Somerville MA",Russell Road,26,WEST SOMERVILLE,1,99
"50 Russell Road, Somerville MA",Russell Road,50,WEST SOMERVILLE,1,99
"74 Russell Road, Somerville MA",Russell Road,74,WEST SOMERVILLE,1,99
"99 Russell Road, Somerville MA",Russell Road,99,WEST SOMERVILLE,1,99
"1 Simpson Avenue, Somerville MA",Simpson Avenue,1,WEST SOMERVILLE,1,99
"26 Simpson Avenue, Somerville MA",Simpson Avenue,26,WEST SOMERVILLE,1,99
"50 Simpson Avenue, Somerville MA",Simpson Avenue,50,WEST SOMERVILLE,1,99
"74 Simpson Avenue, Somerville MA",Simpson Avenue,74,WEST SOMERVILLE,1,99
"99 Simpson Avenue, Somerville MA",Simpson Avenue,99,WEST SOMERVILLE,1,99
"1 Summit Street, Somerville MA",Summit Street,1,WEST SOMERVILLE,1,99
"26 Summit Street, Somerville MA",Summit Street,26,WEST SOMERVILLE,1,99
"50 Summit Street, Somerville MA",Summit Street,50,WEST SOMERVILLE,1,99
"74 Summit Street, Somerville MA",Summit Street,74,WEST SOMERVILLE,1,99
"99 Summit Street, Somerville MA",Summit Street,99,WEST SOMERVILLE,1,99
"1 Sunset Road, Somerville MA",Sunset Road,1,WEST SOMERVILLE,1,99
"26 Sunset Road, Somerville MA",Sunset Road,26,WEST SOMERVILLE,1,99
"50 Sunset Road, Somerville MA",Sunset Road,50,WEST SOMERVILLE,1,99
"74 Sunset Road, Somerville MA",Sunset Road,74,WEST SOMERVILLE,1,99
"99 Sunset Road, Somerville MA",Sunset Road,99,WEST SOMERVILLE,1,99
"2 Tannery Brook Row, Somerville MA",Tannery Brook Row,2,WEST SOMERVILLE,2,99
"26 Tannery Brook Row, Somerville MA",Tannery Brook Row,26,WEST SOMERVILLE,2,99
"50 Tannery Brook Row, Somerville MA",Tannery Brook Row,50,WEST SOMERVILLE,2,99
"75 Tannery Brook Row, Somerville MA",Tannery Brook Row,75,WEST SOMERVILLE,2,99
"99 Tannery Brook Row, Somerville MA",Tannery Brook Row,99,WEST SOMERVILLE,2,99
"1 Teele Avenue, Somerville MA",Teele Avenue,1,WEST SOMERVILLE,1,99
"26 Teele Avenue, Somerville MA",Teele Avenue,26,WEST SOMERVILLE,1,99
"50 Teele Avenue, Somerville MA",Teele Avenue,50,WEST SOMERVILLE,1,99
"74 Teele Avenue, Somerville MA",Teele Avenue,74,WEST SOMERVILLE,1,99
"99 Teele Avenue, Somerville MA",Teele Avenue,99,WEST SOMERVILLE,1,99
"1 Thorndike Street, Somerville MA",Thorndike Street,1,WEST SOMERVILLE,1,99
"26 Thorndike Street, Somerville MA",Thorndike Street,26,WEST SOMERVILLE,1,99
"50 Thorndike Street, Somerville MA",Thorndike Street,50,WEST SOMERVILLE,1,99
"74 Thorndike Street, Somerville MA",Thorndike Street,74,WEST SOMERVILLE,1,99
"99 Thorndike Street, Somerville MA",Thorndike Street,99,WEST SOMERVILLE,1,99
"1 Upland Road, Somerville MA",Upland Road,1,WEST SOMERVILLE,1,99
"26 Upland Road, Somerville MA",Upland Road,26,WEST SOMERVILLE,1,99
"50 Upland Road, Somerville MA",Upland Road,50,WEST SOMERVILLE,1,99
"74 Upland Road, Somerville MA",Upland Road,74,WEST SOMERVILLE,1,99
"99 Upland Road, Somerville MA",Upland Road,99,WEST SOMERVILLE,1,99
"1 Victoria Street, Somerville MA",Victoria Street,1,WEST SOMERVILLE,1,99
"26 Victoria Street, Somerville MA",Victoria Street,26,WEST SOMERVILLE,1,99
"50 Victoria Street, Somerville MA",Victoria Street,50,WEST SOMERVILLE,1,99
"74 Victoria Street, Somerville MA",Victoria Street,74,WEST SOMERVILLE,1,99
"99 Victoria Street, Somerville MA",Victoria Street,99,WEST SOMERVILLE,1,99
"1 Walker Street, Somerville MA",Walker Street,1,WEST SOMERVILLE,1,99
"26 Walker Street, Somerville MA",Walker Street,26,WEST SOMERVILLE,1,99
"50 Walker Street, Somerville MA",Walker Street,50,WEST SOMERVILLE,1,99
"74 Walker Street, Somerville MA",Walker Street,74,WEST SOMERVILLE,1,99
"99 Walker Street, Somerville MA",Walker Street,99,WEST SOMERVILLE,1,99
"1 Wallace Street, Somerville MA",Wallace Street,1,WEST SOMERVILLE,1,199
"34 Wallace Street, Somerville MA",Wallace Street,34,WEST SOMERVILLE,1,199
"67 Wallace Street, Somerville MA",Wallace Street,67,WEST SOMERVILLE,1,199
"100 Wallace Street, Somerville MA",Wallace Street,100,WEST SOMERVILLE,1,199
"133 Wallace Street, Somerville MA",Wallace Street,133,WEST SOMERVILLE,1,199
"166 Wallace Street, Somerville MA",Wallace Street,166,WEST SOMERVILLE,1,199
"199 Wallace Street, Somerville MA",Wallace Street,199,WEST SOMERVILLE,1,199
"1 Ware Street, Somerville MA",Ware Street,1,WEST SOMERVILLE,1,99
"26 Ware Street, Somerville MA",Ware Street,26,WEST SOMERVILLE,1,99
"50 Ware Street, Somerville MA",Ware Street,50,WEST SOMERVILLE,1,99
"74 Ware Street, Somerville MA",Ware Street,74,WEST SOMERVILLE,1,99
"99 Ware Street, Somerville MA",Ware Street,99,WEST SOMERVILLE,1,99
"1 Warner Street, Somerville MA",Warner Street,1,WEST SOMERVILLE,1,38
"20 Warner Street, Somerville MA",Warner Street,20,WEST SOMERVILLE,1,38
"38 Warner Street, Somerville MA",Warner Street,38,WEST SOMERVILLE,1,38
"1 Waterhouse Street, Somerville MA",Waterhouse Street,1,WEST SOMERVILLE,1,199
"34 Waterhouse Street, Somerville MA",Waterhouse Street,34,WEST SOMERVILLE,1,199
"67 Waterhouse Street, Somerville MA",Waterhouse Street,67,WEST SOMERVILLE,1,199
"100 Waterhouse Street, Somerville MA",Waterhouse Street,100,WEST SOMERVILLE,1,199
"133 Waterhouse Street, Somerville MA",Waterhouse Street,133,WEST SOMERVILLE,1,199
"166 Waterhouse Street, Somerville MA",Waterhouse Street,166,WEST SOMERVILLE,1,199
"199 Waterhouse Street, Somerville MA",Waterhouse Street,199,WEST SOMERVILLE,1,199
"1 Watson Street, Somerville MA",Watson Street,1,WEST SOMERVILLE,1,99
"26 Watson Street, Somerville MA",Watson Street,26,WEST SOMERVILLE,1,99
"50 Watson Street, Somerville MA",Watson Street,50,WEST SOMERVILLE,1,99
"74 Watson Street, Somerville MA",Watson Street,74,WEST SOMERVILLE,1,99
"99 Watson Street, Somerville MA",Watson Street,99,WEST SOMERVILLE,1,99
"1 Westminster Street, Somerville MA",Westminster Street,1,WEST SOMERVILLE,1,99
"26 Westminster Street, Somerville MA",Westminster Street,26,WEST SOMERVILLE,1,99
"50 Westminster Street, Somerville MA",Westminster Street,50,WEST SOMERVILLE,1,99
"74 Westminster Street, Somerville MA",Westminster Street,74,WEST SOMERVILLE,1,99
"99 Westminster Street, Somerville MA",Westminster Street,99,WEST SOMERVILLE,1,99
"1 Weston Avenue, Somerville MA",Weston Avenue,1,WEST SOMERVILLE,1,99
"26 Weston Avenue, Somerville MA",Weston Avenue,26,WEST SOMERVILLE,1,99
"50 Weston Avenue, Somerville MA",Weston Avenue,50,WEST SOMERVILLE,1,99
"74 Weston Avenue, Somerville MA",Weston Avenue,74,WEST SOMERVILLE,1,99
"99 Weston Avenue, Somerville MA",Weston Avenue,99,WEST SOMERVILLE,1,99
"1 Whitfield Road, Somerville MA",Whitfield Road,1,WEST SOMERVILLE,1,99
"26 Whitfield Road, Somerville MA",Whitfield Road,26,WEST SOMERVILLE,1,99
"50 Whitfield Road, Somerville MA",Whitfield Road,50,WEST SOMERVILLE,1,99
"74 Whitfield Road, Somerville MA",Whitfield Road,74,WEST SOMERVILLE,1,99
"99 Whitfield Road, Somerville MA",Whitfield Road,99,WEST SOMERVILLE,1,99
"1 Whitman Street, Somerville MA",Whitman Street,1,WEST SOMERVILLE,1,99
"26 Whitman Street, Somerville MA",Whitman Street,26,WEST SOMERVILLE,1,99
"50 Whitman Street, Somerville MA",Whitman Street,50,WEST SOMERVILLE,1,99
"74 Whitman Street, Somerville MA",Whitman Street,74,WEST SOMERVILLE,1,99
"99 Whitman Street, Somerville MA",Whitman Street,99,WEST SOMERVILLE,1,99
"1 William Street, Somerville MA",William Street,1,WEST SOMERVILLE,1,99
"26 William Street, Somerville MA",William Street,26,WEST SOMERVILLE,1,99
"50 William Street, Somerville MA",William Street,50,WEST SOMERVILLE,1,99
"74 William Street, Somerville MA",William Street,74,WEST SOMERVILLE,1,99
"99 William Street, Somerville MA",William Street,99,WEST SOMERVILLE,1,99
"1 Winter Street, Somerville MA",Winter Street,1,WEST SOMERVILLE,1,99
"26 Winter Street, Somerville MA",Winter Street,26,WEST SOMERVILLE,1,99
"50 Winter Street, Somerville MA",Winter Street,50,WEST SOMERVILLE,1,99
"74 Winter Street, Somerville MA",Winter Street,74,WEST SOMERVILLE,1,99
"99 Winter Street, Somerville MA",Winter Street,99,WEST SOMERVILLE,1,99
"1 Woods Avenue, Somerville MA",Woods Avenue,1,WEST SOMERVILLE,1,199
"34 Woods Avenue, Somerville MA",Woods Avenue,34,WEST SOMERVILLE,1,199
"67 Woods Avenue, Somerville MA",Woods Avenue,67,WEST SOMERVILLE,1,199
"100 Woods Avenue, Somerville MA",Woods Avenue,100,WEST SOMERVILLE,1,199
"133 Woods Avenue, Somerville MA",Woods Avenue,133,WEST SOMERVILLE,1,199
"166 Woods Avenue, Somerville MA",Woods Avenue,166,WEST SOMERVILLE,1,199
"199 Woods Avenue, Somerville MA",Woods Avenue,199,WEST SOMERVILLE,1,199
"1 Woodstock Street, Somerville MA",Woodstock Street,1,WEST SOMERVILLE,1,199
"34 Woodstock Street, Somerville MA",Woodstock Street,34,WEST SOMERVILLE,1,199
"67 Woodstock Street, Somerville MA",Woodstock Street,67,WEST SOMERVILLE,1,199
"100 Woodstock Street, Somerville MA",Woodstock Street,100,WEST SOMERVILLE,1,199
"133 Woodstock Street, Somerville MA",Woodstock Street,133,WEST SOMERVILLE,1,199
"166 Woodstock Street, Somerville MA",Woodstock Street,166,WEST SOMERVILLE,1,199
"199 Woodstock Street, Somerville MA",Woodstock Street,199,WEST SOMERVILLE,1,199
"1 Yorktown Street, Somerville MA",Yorktown Street,1,WEST SOMERVILLE,1,199
"34 Yorktown Street, Somerville MA",Yorktown Street,34,WEST SOMERVILLE,1,199
"67 Yorktown Street, Somerville MA",Yorktown Street,67,WEST SOMERVILLE,1,199
"100 Yorktown Street, Somerville MA",Yorktown Street,100,WEST SOMERVILLE,1,199
"133 Yorktown Street, Somerville MA",Yorktown Street,133,WEST SOMERVILLE,1,199
"166 Yorktown Street, Somerville MA",Yorktown Street,166,WEST SOMERVILLE,1,199
"199 Yorktown Street, Somerville MA",Yorktown Street,199,WEST SOMERVILLE,1,199
"1 Aberdeen Road, Somerville MA",Aberdeen Road,1,KENNEDY,1,99
"26 Aberdeen Road, Somerville MA",Aberdeen Road,26,KENNEDY,1,99
"50 Aberdeen Road, Somerville MA",Aberdeen Road,50,KENNEDY,1,99
"74 Aberdeen Road, Somerville MA",Aberdeen Road,74,KENNEDY,1,99
"99 Aberdeen Road, Somerville MA",Aberdeen Road,99,KENNEDY,1,99
"1 Acadia Park, Somerville MA",Acadia Park,1,KENNEDY,1,99
"26 Acadia Park, Somerville MA",Acadia Park,26,KENNEDY,1,99
"50 Acadia Park, Somerville MA",Acadia Park,50,KENNEDY,1,99
"74 Acadia Park, Somerville MA",Acadia Park,74,KENNEDY,1,99
"99 Acadia Park, Somerville MA",Acadia Park,99,KENNEDY,1,99
"1 Adelaide Road, Somerville MA",Adelaide Road,1,KENNEDY,1,99
"26 Adelaide Road, Somerville MA",Adelaide Road,26,KENNEDY,1,99
"50 Adelaide Road, Somerville MA",Adelaide Road,50,KENNEDY,1,99
"74 Adelaide Road, Somerville MA",Adelaide Road,74,KENNEDY,1,99
"99 Adelaide Road, Somerville MA",Adelaide Road,99,KENNEDY,1,99
"1 Arnold Avenue, Somerville MA",Arnold Avenue,1,KENNEDY,1,99
"26 Arnold Avenue, Somerville MA",Arnold Avenue,26,KENNEDY,1,99
"50 Arnold Avenue, Somerville MA",Arnold Avenue,50,KENNEDY,1,99
"74 Arnold Avenue, Somerville MA",Arnold Avenue,74,KENNEDY,1,99
"99 Arnold Avenue, Somerville MA",Arnold Avenue,99,KENNEDY,1,99
"1 Ashland Street, Somerville MA",Ashland Street,1,KENNEDY,1,99
"26 Ashland Street, Somerville MA",Ashland Street,26,KENNEDY,1,99
"50 Ashland Street, Somerville MA",Ashland Street,50,KENNEDY,1,99
"74 Ashland Street, Somerville MA",Ashland Street,74,KENNEDY,1,99
"99 Ashland Street, Somerville MA",Ashland Street,99,KENNEDY,1,99
"1 Atherton Street, Somerville MA",Atherton Street,1,KENNEDY,1,99
"26 Atherton Street, Somerville MA",Atherton Street,26,KENNEDY,1,99
"50 Atherton Street, Somerville MA",Atherton Street,50,KENNEDY,1,99
"74 Atherton Street, Somerville MA",Atherton Street,74,KENNEDY,1,99
"99 Atherton Street, Somerville MA",Atherton Street,99,KENNEDY,1,99
"1 Banks Street, Somerville MA",Banks Street,1,KENNEDY,1,99
"26 Banks Street, Somerville MA",Banks Street,26,KENNEDY,1,99
"50 Banks Street, Somerville MA",Banks Street,50,KENNEDY,1,99
"74 Banks Street, Somerville MA",Banks Street,74,KENNEDY,1,99
"99 Banks Street, Somerville MA",Banks Street,99,KENNEDY,1,99
"1 Beacon Terrace, Somerville MA",Beacon Terrace,1,KENNEDY,1,99
"26 Beacon Terrace, Somerville MA",Beacon Terrace,26,KENNEDY,1,99
"50 Beacon Terrace, Somerville MA",Beacon Terrace,50,KENNEDY,1,99
"74 Beacon Terrace, Somerville MA",Beacon Terrace,74,KENNEDY,1,99
"99 Beacon Terrace, Somerville MA",Beacon Terrace,99,KENNEDY,1,99
"1 Beckwith Circle, Somerville MA",Beckwith Circle,1,KENNEDY,1,298
"50 Beckwith Circle, Somerville MA",Beckwith Circle,50,KENNEDY,1,298
"100 Beckwith Circle, Somerville MA",Beckwith Circle,100,KENNEDY,1,298
"150 Beckwith Circle, Somerville MA",Beckwith Circle,150,KENNEDY,1,298
"199 Beckwith Circle, Somerville MA",Beckwith Circle,199,KENNEDY,1,298
"248 Beckwith Circle, Somerville MA",Beckwith Circle,248,KENNEDY,1,298
"298 Beckwith Circle, Somerville MA",Beckwith Circle,298,KENNEDY,1,298
"1 Belmont Place, Somerville MA",Belmont Place,1,KENNEDY,1,99
"26 Belmont Place, Somerville MA",Belmont Place,26,KENNEDY,1,99
"50 Belmont Place, Somerville MA",Belmont Place,50,KENNEDY,1,99
"74 Belmont Place, Somerville MA",Belmont Place,74,KENNEDY,1,99
"99 Belmont Place, Somerville MA",Belmont Place,99,KENNEDY,1,99
"1 Belmont Square, Somerville MA",Belmont Square,1,KENNEDY,1,99
"26 Belmont Square, Somerville MA",Belmont Square,26,KENNEDY,1,99
"50 Belmont Square, Somerville MA",Belmont Square,50,KENNEDY,1,99
"74 Belmont Square, Somerville MA",Belmont Square,74,KENNEDY,1,99
"99 Belmont Square, Somerville MA",Belmont Square,99,KENNEDY,1,99
"1 Belmont Street, Somerville MA",Belmont Street,1,KENNEDY,1,199
"34 Belmont Street, Somerville MA",Belmont Street,34,KENNEDY,1,199
"67 Belmont Street, Somerville MA",Belmont Street,67,KENNEDY,1,199
"100 Belmont Street, Somerville MA",Belmont Street,100,KENNEDY,1,199
"133 Belmont Street, Somerville MA",Belmont Street,133,KENNEDY,1,199
"166 Belmont Street, Somerville MA",Belmont Street,166,KENNEDY,1,199
"199 Belmont Street, Somerville MA",Belmont Street,199,KENNEDY,1,199
"1 Belmont Terrace, Somerville MA",Belmont Terrace,1,KENNEDY,1,99
"26 Belmont Terrace, Somerville MA",Belmont Terrace,26,KENNEDY,1,99
"50 Belmont Terrace, Somerville MA",Belmont Terrace,50,KENNEDY,1,99
"74 Belmont Terrace, Somerville MA",Belmont Terrace,74,KENNEDY,1,99
"99 Belmont Terrace, Somerville MA",Belmont Terrace,99,KENNEDY,1,99
"1 Bowers Avenue, Somerville MA",Bowers Avenue,1,KENNEDY,1,99
"26 Bowers Avenue, Somerville MA",Bowers Avenue,26,KENNEDY,1,99
"50 Bowers Avenue, Somerville MA",Bowers Avenue,50,KENNEDY,1,99
"74 Bowers Avenue, Somerville MA",Bowers Avenue,74,KENNEDY,1,99
"99 Bowers Avenue, Somerville MA",Bowers Avenue,99,KENNEDY,1,99
"1 Brastow Avenue, Somerville MA",Brastow Avenue,1,KENNEDY,1,99
"26 Brastow Avenue, Somerville MA",Brastow Avenue,26,KENNEDY,1,99
"50 Brastow Avenue, Somerville MA",Brastow Avenue,50,KENNEDY,1,99
"74 Brastow Avenue, Somerville MA",Brastow Avenue,74,KENNEDY,1,99
"99 Brastow Avenue, Somerville MA",Brastow Avenue,99,KENNEDY,1,99
"1 Burnside Avenue, Somerville MA",Burnside Avenue,1,KENNEDY,1,99
"26 Burnside Avenue, Somerville MA",Burnside Avenue,26,KENNEDY,1,99
"50 Burnside Avenue, Somerville MA",Burnside Avenue,50,KENNEDY,1,99
"74 Burnside Avenue, Somerville MA",Burnside Avenue,74,KENNEDY,1,99
"99 Burnside Avenue, Somerville MA",Burnside Avenue,99,KENNEDY,1,99
"1 Carver Street, Somerville MA",Carver Street,1,KENNEDY,1,99
"26 Carver Street, Somerville MA",Carver Street,26,KENNEDY,1,99
"50 Carver Street, Somerville MA",Carver Street,50,KENNEDY,1,99
"74 Carver Street, Somerville MA",Carver Street,74,KENNEDY,1,99
"99 Carver Street, Somerville MA",Carver Street,99,KENNEDY,1,99
"1 Cedar Avenue, Somerville MA",Cedar Avenue,1,KENNEDY,1,99
"26 Cedar Avenue, Somerville MA",Cedar Avenue,26,KENNEDY,1,99
"50 Cedar Avenue, Somerville MA",Cedar Avenue,50,KENNEDY,1,99
"74 Cedar Avenue, Somerville MA",Cedar Avenue,74,KENNEDY,1,99
"99 Cedar Avenue, Somerville MA",Cedar Avenue,99,KENNEDY,1,99
"1 Cedar Street Place, Somerville MA",Cedar Street Place,1,KENNEDY,1,99
"26 Cedar Street Place, Somerville MA",Cedar Street Place,26,KENNEDY,1,99
"50 Cedar Street Place, Somerville MA",Cedar Street Place,50,KENNEDY,1,99
"74 Cedar Street Place, Somerville MA",Cedar Street Place,74,KENNEDY,1,99
"99 Cedar Street Place, Somerville MA",Cedar Street Place,99,KENNEDY,1,99
"1 Charnwood Road, Somerville MA",Charnwood Road,1,KENNEDY,1,99
"26 Charnwood Road, Somerville MA",Charnwood Road,26,KENNEDY,1,99
"50 Charnwood Road, Somerville MA",Charnwood Road,50,KENNEDY,1,99
"74 Charnwood Road, Somerville MA",Charnwood Road,74,KENNEDY,1,99
"99 Charnwood Road, Somerville MA",Charnwood Road,99,KENNEDY,1,99
"1 Cherry Street, Somerville MA",Cherry Street,1,KENNEDY,1,99
"26 Cherry Street, Somerville MA",Cherry Street,26,KENNEDY,1,99
"50 Cherry Street, Somerville MA",Cherry Street,50,KENNEDY,1,99
"74 Cherry Street, Somerville MA",Cherry Street,74,KENNEDY,1,99
"99 Cherry Street, Somerville MA",Cherry Street,99,KENNEDY,1,99
"1 Chester Place, Somerville MA",Chester Place,1,KENNEDY,1,99
"26 Chester Place, Somerville MA",Chester Place,26,KENNEDY,1,99
"50 Chester Place, Somerville MA",Chester Place,50,KENNEDY,1,99
"74 Chester Place, Somerville MA",Chester Place,74,KENNEDY,1,99
"99 Chester Place, Somerville MA",Chester Place,99,KENNEDY,1,99
"14 Chester Street, Somerville MA",Chester Street,14,KENNEDY,14,99
"42 Chester Street, Somerville MA",Chester Street,42,KENNEDY,14,99
"71 Chester Street, Somerville MA",Chester Street,71,KENNEDY,14,99
"99 Chester Street, Somerville MA",Chester Street,99,KENNEDY,14,99
"1 Conwell Street, Somerville MA",Conwell Street,1,KENNEDY,1,99
"26 Conwell Street, Somerville MA",Conwell Street,26,KENNEDY,1,99
"50 Conwell Street, Somerville MA",Conwell Street,50,KENNEDY,1,99
"74 Conwell Street, Somerville MA",Conwell Street,74,KENNEDY,1,99
"99 Conwell Street, Somerville MA",Conwell Street,99,KENNEDY,1,99
"1 Cottage Avenue, Somerville MA",Cottage Avenue,1,KENNEDY,1,99
"26 Cottage Avenue, Somerville MA",Cottage Avenue,26,KENNEDY,1,99
"50 Cottage Avenue, Somerville MA",Cottage Avenue,50,KENNEDY,1,99
"74 Cottage Avenue, Somerville MA",Cottage Avenue,74,KENNEDY,1,99
"99 Cottage Avenue, Somerville MA",Cottage Avenue,99,KENNEDY,1,99
"1 Cottage Circle, Somerville MA",Cottage Circle,1,KENNEDY,1,99
"26 Cottage Circle, Somerville MA",Cottage Circle,26,KENNEDY,1,99
"50 Cottage Circle, Somerville MA",Cottage Circle,50,KENNEDY,1,99
"74 Cottage Circle, Somerville MA",Cottage Circle,74,KENNEDY,1,99
"99 Cottage Circle, Somerville MA",Cottage Circle,99,KENNEDY,1,99
"1 Craigie Street, Somerville MA",Craigie Street,1,KENNEDY,1,99
"26 Craigie Street, Somerville MA",Craigie Street,26,KENNEDY,1,99
"50 Craigie Street, Somerville MA",Craigie Street,50,KENNEDY,1,99
"74 Craigie Street, Somerville MA",Craigie Street,74,KENNEDY,1,99
"99 Craigie Street, Somerville MA",Craigie Street,99,KENNEDY,1,99
"1 Craigie Terrace, Somerville MA",Craigie Terrace,1,KENNEDY,1,99
"26 Craigie Terrace, Somerville MA",Craigie Terrace,26,KENNEDY,1,99
"50 Craigie Terrace, Somerville MA",Craigie Terrace,50,KENNEDY,1,99
"74 Craigie Terrace, Somerville MA",Craigie Terrace,74,KENNEDY,1,99
