address,street,num,school,range_low,range_high
"1 Monmouth Street, Somerville MA",Monmouth Street,1,ARGENZIANO,1,99
"26 Monmouth Street, Somerville MA",Monmouth Street,26,ARGENZIANO,1,99
"50 Monmouth Street, Somerville MA",Monmouth Street,50,ARGENZIANO,1,99
"74 Monmouth Street, Somerville MA",Monmouth Street,74,ARGENZIANO,1,99
"1 Morgan Street, Somerville MA",Morgan Street,1,ARGENZIANO,1,99
"26 Morgan Street, Somerville MA",Morgan Street,26,ARGENZIANO,1,99
"50 Morgan Street, Somerville MA",Morgan Street,50,ARGENZIANO,1,99
"74 Morgan Street, Somerville MA",Morgan Street,74,ARGENZIANO,1,99
"1 Munroe Street, Somerville MA",Munroe Street,1,ARGENZIANO,1,199
"34 Munroe Street, Somerville MA",Munroe Street,34,ARGENZIANO,1,199
"67 Munroe Street, Somerville MA",Munroe Street,67,ARGENZIANO,1,199
"100 Munroe Street, Somerville MA",Munroe Street,100,ARGENZIANO,1,199
"133 Munroe Street, Somerville MA",Munroe Street,133,ARGENZIANO,1,199
"166 Munroe Street, Somerville MA",Munroe Street,166,ARGENZIANO,1,199
"1 Nevada Avenue, Somerville MA",Nevada Avenue,1,ARGENZIANO,1,99
"26 Nevada Avenue, Somerville MA",Nevada Avenue,26,ARGENZIANO,1,99
"50 Nevada Avenue, Somerville MA",Nevada Avenue,50,ARGENZIANO,1,99
"74 Nevada Avenue, Somerville MA",Nevada Avenue,74,ARGENZIANO,1,99
"1 Newton Place, Somerville MA",Newton Place,1,ARGENZIANO,1,99
"26 Newton Place, Somerville MA",Newton Place,26,ARGENZIANO,1,99
"50 Newton Place, Somerville MA",Newton Place,50,ARGENZIANO,1,99
"74 Newton Place, Somerville MA",Newton Place,74,ARGENZIANO,1,99
"1 Newton Street, Somerville MA",Newton Street,1,ARGENZIANO,1,99
"26 Newton Street, Somerville MA",Newton Street,26,ARGENZIANO,1,99
"50 Newton Street, Somerville MA",Newton Street,50,ARGENZIANO,1,99
"74 Newton Street, Somerville MA",Newton Street,74,ARGENZIANO,1,99
"411 Norfolk Street, Somerville MA",Norfolk Street,411,ARGENZIANO,411,499
"440 Norfolk Street, Somerville MA",Norfolk Street,440,ARGENZIANO,411,499
"470 Norfolk Street, Somerville MA",Norfolk Street,470,ARGENZIANO,411,499
"499 Norfolk Street, Somerville MA",Norfolk Street,499,ARGENZIANO,411,499
"1 Oak Street, Somerville MA",Oak Street,1,ARGENZIANO,1,99
"26 Oak Street, Somerville MA",Oak Street,26,ARGENZIANO,1,99
"50 Oak Street, Somerville MA",Oak Street,50,ARGENZIANO,1,99
"74 Oak Street, Somerville MA",Oak Street,74,ARGENZIANO,1,99
"1 Oak Street Place, Somerville MA",Oak Street Place,1,ARGENZIANO,1,99
"26 Oak Street Place, Somerville MA",Oak Street Place,26,ARGENZIANO,1,99
"50 Oak Street Place, Somerville MA",Oak Street Place,50,ARGENZIANO,1,99
"74 Oak Street Place, Somerville MA",Oak Street Place,74,ARGENZIANO,1,99
"1 Olive Square, Somerville MA",Olive Square,1,ARGENZIANO,1,99
"26 Olive Square, Somerville MA",Olive Square,26,ARGENZIANO,1,99
"50 Olive Square, Somerville MA",Olive Square,50,ARGENZIANO,1,99
"74 Olive Square, Somerville MA",Olive Square,74,ARGENZIANO,1,99
"1 Osgood Street, Somerville MA",Osgood Street,1,ARGENZIANO,1,99
"26 Osgood Street, Somerville MA",Osgood Street,26,ARGENZIANO,1,99
"50 Osgood Street, Somerville MA",Osgood Street,50,ARGENZIANO,1,99
"74 Osgood Street, Somerville MA",Osgood Street,74,ARGENZIANO,1,99
"1 Park Place, Somerville MA",Park Place,1,ARGENZIANO,1,99
"26 Park Place, Somerville MA",Park Place,26,ARGENZIANO,1,99
"50 Park Place, Somerville MA",Park Place,50,ARGENZIANO,1,99
"74 Park Place, Somerville MA",Park Place,74,ARGENZIANO,1,99
"1 Park Street, Somerville MA",Park Street,1,ARGENZIANO,1,99
"26 Park Street, Somerville MA",Park Street,26,ARGENZIANO,1,99
"50 Park Street, Somerville MA",Park Street,50,ARGENZIANO,1,99
"74 Park Street, Somerville MA",Park Street,74,ARGENZIANO,1,99
"1 Parkdale Street, Somerville MA",Parkdale Street,1,ARGENZIANO,1,99
"26 Parkdale Street, Somerville MA",Parkdale Street,26,ARGENZIANO,1,99
"50 Parkdale Street, Somerville MA",Parkdale Street,50,ARGENZIANO,1,99
"74 Parkdale Street, Somerville MA",Parkdale Street,74,ARGENZIANO,1,99
"1 Parker Street, Somerville MA",Parker Street,1,ARGENZIANO,1,99
"26 Parker Street, Somerville MA",Parker Street,26,ARGENZIANO,1,99
"50 Parker Street, Somerville MA",Parker Street,50,ARGENZIANO,1,99
"74 Parker Street, Somerville MA",Parker Street,74,ARGENZIANO,1,99
"1 Perry Street, Somerville MA",Perry Street,1,ARGENZIANO,1,99
"26 Perry Street, Somerville MA",Perry Street,26,ARGENZIANO,1,99
"50 Perry Street, Somerville MA",Perry Street,50,ARGENZIANO,1,99
"74 Perry Street, Somerville MA",Perry Street,74,ARGENZIANO,1,99
"1 Pleasant Avenue, Somerville MA",Pleasant Avenue,1,ARGENZIANO,1,99
"26 Pleasant Avenue, Somerville MA",Pleasant Avenue,26,ARGENZIANO,1,99
"50 Pleasant Avenue, Somerville MA",Pleasant Avenue,50,ARGENZIANO,1,99
"74 Pleasant Avenue, Somerville MA",Pleasant Avenue,74,ARGENZIANO,1,99
"1 Prescott Street, Somerville MA",Prescott Street,1,ARGENZIANO,1,99
"26 Prescott Street, Somerville MA",Prescott Street,26,ARGENZIANO,1,99
"50 Prescott Street, Somerville MA",Prescott Street,50,ARGENZIANO,1,99
"74 Prescott Street, Somerville MA",Prescott Street,74,ARGENZIANO,1,99
"1 Preston Road, Somerville MA",Preston Road,1,ARGENZIANO,1,99
"26 Preston Road, Somerville MA",Preston Road,26,ARGENZIANO,1,99
"50 Preston Road, Somerville MA",Preston Road,50,ARGENZIANO,1,99
"74 Preston Road, Somerville MA",Preston Road,74,ARGENZIANO,1,99
"1 Properzi Way, Somerville MA",Properzi Way,1,ARGENZIANO,1,199
"34 Properzi Way, Somerville MA",Properzi Way,34,ARGENZIANO,1,199
"67 Properzi Way, Somerville MA",Properzi Way,67,ARGENZIANO,1,199
"100 Properzi Way, Somerville MA",Properzi Way,100,ARGENZIANO,1,199
"133 Properzi Way, Somerville MA",Properzi Way,133,ARGENZIANO,1,199
"166 Properzi Way, Somerville MA",Properzi Way,166,ARGENZIANO,1,199
"1 Prospect Hill Avenue, Somerville MA",Prospect Hill Avenue,1,ARGENZIANO,1,99
"26 Prospect Hill Avenue, Somerville MA",Prospect Hill Avenue,26,ARGENZIANO,1,99
"50 Prospect Hill Avenue, Somerville MA",Prospect Hill Avenue,50,ARGENZIANO,1,99
"74 Prospect Hill Avenue, Somerville MA",Prospect Hill Avenue,74,ARGENZIANO,1,99
"67 Prospect Street, Somerville MA",Prospect Street,67,ARGENZIANO,67,119
"93 Prospect Street, Somerville MA",Prospect Street,93,ARGENZIANO,67,119
"119 Prospect Street, Somerville MA",Prospect Street,119,ARGENZIANO,67,119
"1 Putnam Street, Somerville MA",Putnam Street,1,ARGENZIANO,1,99
"26 Putnam Street, Somerville MA",Putnam Street,26,ARGENZIANO,1,99
"50 Putnam Street, Somerville MA",Putnam Street,50,ARGENZIANO,1,99
"74 Putnam Street, Somerville MA",Putnam Street,74,ARGENZIANO,1,99
"1 Quincy Street, Somerville MA",Quincy Street,1,ARGENZIANO,1,99
"26 Quincy Street, Somerville MA",Quincy Street,26,ARGENZIANO,1,99
"50 Quincy Street, Somerville MA",Quincy Street,50,ARGENZIANO,1,99
"74 Quincy Street, Somerville MA",Quincy Street,74,ARGENZIANO,1,99
"1 Rose Street, Somerville MA",Rose Street,1,ARGENZIANO,1,99
"26 Rose Street, Somerville MA",Rose Street,26,ARGENZIANO,1,99
"50 Rose Street, Somerville MA",Rose Street,50,ARGENZIANO,1,99
"74 Rose Street, Somerville MA",Rose Street,74,ARGENZIANO,1,99
"1 Rossmore Street, Somerville MA",Rossmore Street,1,ARGENZIANO,1,99
"26 Rossmore Street, Somerville MA",Rossmore Street,26,ARGENZIANO,1,99
"50 Rossmore Street, Somerville MA",Rossmore Street,50,ARGENZIANO,1,99
"74 Rossmore Street, Somerville MA",Rossmore Street,74,ARGENZIANO,1,99
"1 Sanborn Avenue, Somerville MA",Sanborn Avenue,1,ARGENZIANO,1,99
"26 Sanborn Avenue, Somerville MA",Sanborn Avenue,26,ARGENZIANO,1,99
"50 Sanborn Avenue, Somerville MA",Sanborn Avenue,50,ARGENZIANO,1,99
"74 Sanborn Avenue, Somerville MA",Sanborn Avenue,74,ARGENZIANO,1,99
"1 Skehan Street, Somerville MA",Skehan Street,1,ARGENZIANO,1,99
"26 Skehan Street, Somerville MA",Skehan Street,26,ARGENZIANO,1,99
"50 Skehan Street, Somerville MA",Skehan Street,50,ARGENZIANO,1,99
"74 Skehan Street, Somerville MA",Skehan Street,74,ARGENZIANO,1,99
"1 Smith Avenue, Somerville MA",Smith Avenue,1,ARGENZIANO,1,99
"26 Smith Avenue, Somerville MA",Smith Avenue,26,ARGENZIANO,1,99
"50 Smith Avenue, Somerville MA",Smith Avenue,50,ARGENZIANO,1,99
"74 Smith Avenue, Somerville MA",Smith Avenue,74,ARGENZIANO,1,99
"1 South Street, Somerville MA",South Street,1,ARGENZIANO,1,199
"34 South Street, Somerville MA",South Street,34,ARGENZIANO,1,199
"67 South Street, Somerville MA",South Street,67,ARGENZIANO,1,199
"100 South Street, Somerville MA",South Street,100,ARGENZIANO,1,199
"133 South Street, Somerville MA",South Street,133,ARGENZIANO,1,199
"166 South Street, Somerville MA",South Street,166,ARGENZIANO,1,199
"23 Springfield Street, Somerville MA",Springfield Street,23,ARGENZIANO,23,99
"48 Springfield Street, Somerville MA",Springfield Street,48,ARGENZIANO,23,99
"74 Springfield Street, Somerville MA",Springfield Street,74,ARGENZIANO,23,99
"99 Springfield Street, Somerville MA",Springfield Street,99,ARGENZIANO,23,99
"1 Stone Avenue, Somerville MA",Stone Avenue,1,ARGENZIANO,1,99
"26 Stone Avenue, Somerville MA",Stone Avenue,26,ARGENZIANO,1,99
"50 Stone Avenue, Somerville MA",Stone Avenue,50,ARGENZIANO,1,99
"74 Stone Avenue, Somerville MA",Stone Avenue,74,ARGENZIANO,1,99
"1 Stone Place, Somerville MA",Stone Place,1,ARGENZIANO,1,99
"26 Stone Place, Somerville MA",Stone Place,26,ARGENZIANO,1,99
"50 Stone Place, Somerville MA",Stone Place,50,ARGENZIANO,1,99
"74 Stone Place, Somerville MA",Stone Place,74,ARGENZIANO,1,99
"1 Summit Avenue, Somerville MA",Summit Avenue,1,ARGENZIANO,1,99
"26 Summit Avenue, Somerville MA",Summit Avenue,26,ARGENZIANO,1,99
"50 Summit Avenue, Somerville MA",Summit Avenue,50,ARGENZIANO,1,99
"74 Summit Avenue, Somerville MA",Summit Avenue,74,ARGENZIANO,1,99
"1 Taunton Street, Somerville MA",Taunton Street,1,ARGENZIANO,1,99
"26 Taunton Street, Somerville MA",Taunton Street,26,ARGENZIANO,1,99
"50 Taunton Street, Somerville MA",Taunton Street,50,ARGENZIANO,1,99
"74 Taunton Street, Somerville MA",Taunton Street,74,ARGENZIANO,1,99
"1 Thorpe Street, Somerville MA",Thorpe Street,1,ARGENZIANO,1,99
"26 Thorpe Street, Somerville MA",Thorpe Street,26,ARGENZIANO,1,99
"50 Thorpe Street, Somerville MA",Thorpe Street,50,ARGENZIANO,1,99
"74 Thorpe Street, Somerville MA",Thorpe Street,74,ARGENZIANO,1,99
"1 Tower Court, Somerville MA",Tower Court,1,ARGENZIANO,1,99
"26 Tower Court, Somerville MA",Tower Court,26,ARGENZIANO,1,99
"50 Tower Court, Somerville MA",Tower Court,50,ARGENZIANO,1,99
"74 Tower Court, Somerville MA",Tower Court,74,ARGENZIANO,1,99
"1 Tremont Place, Somerville MA",Tremont Place,1,ARGENZIANO,1,199
"34 Tremont Place, Somerville MA",Tremont Place,34,ARGENZIANO,1,199
"67 Tremont Place, Somerville MA",Tremont Place,67,ARGENZIANO,1,199
"100 Tremont Place, Somerville MA",Tremont Place,100,ARGENZIANO,1,199
"133 Tremont Place, Somerville MA",Tremont Place,133,ARGENZIANO,1,199
"166 Tremont Place, Somerville MA",Tremont Place,166,ARGENZIANO,1,199
"171 Tremont Street, Somerville MA",Tremont Street,171,ARGENZIANO,171,299
"197 Tremont Street, Somerville MA",Tremont Street,197,ARGENZIANO,171,299
"222 Tremont Street, Somerville MA",Tremont Street,222,ARGENZIANO,171,299
"248 Tremont Street, Somerville MA",Tremont Street,248,ARGENZIANO,171,299
"273 Tremont Street, Somerville MA",Tremont Street,273,ARGENZIANO,171,299
"299 Tremont Street, Somerville MA",Tremont Street,299,ARGENZIANO,171,299
"1 Tyler Street, Somerville MA",Tyler Street,1,ARGENZIANO,1,99
"26 Tyler Street, Somerville MA",Tyler Street,26,ARGENZIANO,1,99
"50 Tyler Street, Somerville MA",Tyler Street,50,ARGENZIANO,1,99
"74 Tyler Street, Somerville MA",Tyler Street,74,ARGENZIANO,1,99
"1 Union Square, Somerville MA",Union Square,1,ARGENZIANO,1,99
"26 Union Square, Somerville MA",Union Square,26,ARGENZIANO,1,99
"50 Union Square, Somerville MA",Union Square,50,ARGENZIANO,1,99
"74 Union Square, Somerville MA",Union Square,74,ARGENZIANO,1,99
"1 Village Street, Somerville MA",Village Street,1,ARGENZIANO,1,99
"26 Village Street, Somerville MA",Village Street,26,ARGENZIANO,1,99
"50 Village Street, Somerville MA",Village Street,50,ARGENZIANO,1,99
"74 Village Street, Somerville MA",Village Street,74,ARGENZIANO,1,99
"1 Village Terrace, Somerville MA",Village Terrace,1,ARGENZIANO,1,99
"26 Village Terrace, Somerville MA",Village Terrace,26,ARGENZIANO,1,99
"50 Village Terrace, Somerville MA",Village Terrace,50,ARGENZIANO,1,99
"74 Village Terrace, Somerville MA",Village Terrace,74,ARGENZIANO,1,99
"1 Vinal Avenue, Somerville MA",Vinal Avenue,1,ARGENZIANO,1,99
"26 Vinal Avenue, Somerville MA",Vinal Avenue,26,ARGENZIANO,1,99
"50 Vinal Avenue, Somerville MA",Vinal Avenue,50,ARGENZIANO,1,99
"74 Vinal Avenue, Somerville MA",Vinal Avenue,74,ARGENZIANO,1,99
"1 Waldo Avenue, Somerville MA",Waldo Avenue,1,ARGENZIANO,1,99
"26 Waldo Avenue, Somerville MA",Waldo Avenue,26,ARGENZIANO,1,99
"50 Waldo Avenue, Somerville MA",Waldo Avenue,50,ARGENZIANO,1,99
"74 Waldo Avenue, Somerville MA",Waldo Avenue,74,ARGENZIANO,1,99
"1 Ward Street, Somerville MA",Ward Street,1,ARGENZIANO,1,99
"26 Ward Street, Somerville MA",Ward Street,26,ARGENZIANO,1,99
"50 Ward Street, Somerville MA",Ward Street,50,ARGENZIANO,1,99
"74 Ward Street, Somerville MA",Ward Street,74,ARGENZIANO,1,99
"1 Warren Avenue, Somerville MA",Warren Avenue,1,ARGENZIANO,1,99
"26 Warren Avenue, Somerville MA",Warren Avenue,26,ARGENZIANO,1,99
"50 Warren Avenue, Somerville MA",Warren Avenue,50,ARGENZIANO,1,99
"74 Warren Avenue, Somerville MA",Warren Avenue,74,ARGENZIANO,1,99
"51 Warren Street, Somerville MA",Warren Street,51,ARGENZIANO,51,99
"75 Warren Street, Somerville MA",Warren Street,75,ARGENZIANO,51,99
"99 Warren Street, Somerville MA",Warren Street,99,ARGENZIANO,51,99
"1 Washington Terrace, Somerville MA",Washington Terrace,1,ARGENZIANO,1,299
"51 Washington Terrace, Somerville MA",Washington Terrace,51,ARGENZIANO,1,299
"100 Washington Terrace, Somerville MA",Washington Terrace,100,ARGENZIANO,1,299
"150 Washington Terrace, Somerville MA",Washington Terrace,150,ARGENZIANO,1,299
"200 Washington Terrace, Somerville MA",Washington Terrace,200,ARGENZIANO,1,299
"249 Washington Terrace, Somerville MA",Washington Terrace,249,ARGENZIANO,1,299
"1 Webster Avenue, Somerville MA",Webster Avenue,1,ARGENZIANO,1,399
"67 Webster Avenue, Somerville MA",Webster Avenue,67,ARGENZIANO,1,399
"134 Webster Avenue, Somerville MA",Webster Avenue,134,ARGENZIANO,1,399
"200 Webster Avenue, Somerville MA",Webster Avenue,200,ARGENZIANO,1,399
"266 Webster Avenue, Somerville MA",Webster Avenue,266,ARGENZIANO,1,399
"333 Webster Avenue, Somerville MA",Webster Avenue,333,ARGENZIANO,1,399
"1 Wesley Park, Somerville MA",Wesley Park,1,ARGENZIANO,1,99
"26 Wesley Park, Somerville MA",Wesley Park,26,ARGENZIANO,1,99
"50 Wesley Park, Somerville MA",Wesley Park,50,ARGENZIANO,1,99
"74 Wesley Park, Somerville MA",Wesley Park,74,ARGENZIANO,1,99
"1 Wyatt Circle, Somerville MA",Wyatt Circle,1,ARGENZIANO,1,99
"26 Wyatt Circle, Somerville MA",Wyatt Circle,26,ARGENZIANO,1,99
"50 Wyatt Circle, Somerville MA",Wyatt Circle,50,ARGENZIANO,1,99
"74 Wyatt Circle, Somerville MA",Wyatt Circle,74,ARGENZIANO,1,99
"1 Wyatt Street, Somerville MA",Wyatt Street,1,ARGENZIANO,1,99
"26 Wyatt Street, Somerville MA",Wyatt Street,26,ARGENZIANO,1,99
"50 Wyatt Street, Somerville MA",Wyatt Street,50,ARGENZIANO,1,99
"74 Wyatt Street, Somerville MA",Wyatt Street,74,ARGENZIANO,1,99
